categoria,capitulo,descricao_categoria,grupo,sub_categoria,descricao_subcategoria,descricao_grupo,descricao_capitulo
A39,I,Infecção meningogócica,A30-A49,A393,Meningococcemia crônica,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A39,I,Infecção meningogócica,A30-A49,A394,Meningococcemia não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A39,I,Infecção meningogócica,A30-A49,A395,Cardite por meningococos,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A39,I,Infecção meningogócica,A30-A49,A398,Outras infecções por meningococos,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A39,I,Infecção meningogócica,A30-A49,A399,Infecção meningocócica não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A40,I,Septicemia estreptocócica,A30-A49,A400,Septicemia por Streptococcus do grupo A,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A40,I,Septicemia estreptocócica,A30-A49,A401,Septicemia por Streptococcus do grupo B,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A40,I,Septicemia estreptocócica,A30-A49,A402,Septicemia por Streptococcus do grupo D,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A40,I,Septicemia estreptocócica,A30-A49,A403,Septicemia por Streptococcus pneumonia,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A40,I,Septicemia estreptocócica,A30-A49,A408,Outras septicemias estreptocócicas,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A40,I,Septicemia estreptocócica,A30-A49,A409,Septicemia estreptocócica não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A410,Septicemia por Staphylococcus aureus,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A411,Septicemia por outros estafilococos especificados,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A412,Septicemia por estafilococos não especificados,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A413,Septicemia por Haemophilus influenzae,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A414,Septicemia por anaeróbios,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A415,Septicemia por outros microorganismos gram-negativos,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A418,Outras septicemias especificadas,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A41,I,Outras septicemias,A30-A49,A419,Septicemia não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A42,I,Actinomicose,A30-A49,A420,Actinomicose pulmonar,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A42,I,Actinomicose,A30-A49,A421,Actinomicose abdominal,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A42,I,Actinomicose,A30-A49,A422,Actinomicose cervicofacial,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A42,I,Actinomicose,A30-A49,A427,Septicemia actinomicótica,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A42,I,Actinomicose,A30-A49,A428,Outras formas de actinomicose,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A42,I,Actinomicose,A30-A49,A429,Actinomicose não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A43,I,Nocardiose,A30-A49,A430,Nocardiose pulmonar,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A43,I,Nocardiose,A30-A49,A431,Nocardiose cutânea,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A43,I,Nocardiose,A30-A49,A438,Outras formas de nocardiose,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A43,I,Nocardiose,A30-A49,A439,Nocardiose não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A44,I,Bartonelose,A30-A49,A440,Bartonelose sistêmica,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A44,I,Bartonelose,A30-A49,A441,Bartonelose cutânea e cutâneo-mucosa,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A44,I,Bartonelose,A30-A49,A448,Outras formas de bartonelose,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A44,I,Bartonelose,A30-A49,A449,Bartonelose não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A46,I,Erisipela,A30-A49,A46,Erisipela,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A48,I,Outras doenças bacterianas não classificadas em outra parte,A30-A49,A480,Gangrena gasosa,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A48,I,Outras doenças bacterianas não classificadas em outra parte,A30-A49,A481,Doença dos legionários,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A48,I,Outras doenças bacterianas não classificadas em outra parte,A30-A49,A482,Doença dos legionários não-pneumônica [febre de Pontiac],Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A48,I,Outras doenças bacterianas não classificadas em outra parte,A30-A49,A483,Síndrome do choque tóxico,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A48,I,Outras doenças bacterianas não classificadas em outra parte,A30-A49,A484,Febre purpúrica do Brasil,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A48,I,Outras doenças bacterianas não classificadas em outra parte,A30-A49,A488,Outras doenças bacterianas especificadas,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A49,I,Infecção bacteriana de localização não especificada,A30-A49,A490,Infecção estafilocócica de localização não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A49,I,Infecção bacteriana de localização não especificada,A30-A49,A491,Infecção estreptocócica de localização não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A49,I,Infecção bacteriana de localização não especificada,A30-A49,A492,Infecção por Haemophilus influenzae de localização não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A49,I,Infecção bacteriana de localização não especificada,A30-A49,A493,Infecção por Mycoplasma de localização não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A49,I,Infecção bacteriana de localização não especificada,A30-A49,A498,Outras infecções bacterianas de localização não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A49,I,Infecção bacteriana de localização não especificada,A30-A49,A499,Infecção bacteriana não especificada,Outras doenças bacterianas,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A500,Sífilis congênita precoce sintomática,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A501,"Sífilis congênita precoce, forma latente",Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A502,Sífilis congênita precoce não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A503,Oculopatia sifilítica congênita tardia,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A504,Neurossífilis congênita tardia [neurossífilis juvenil],Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A505,Outras formas tardias e sintomáticas da sífilis congênita,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A506,Sífilis congênita tardia latente,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A507,Sífilis congênita tardia não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A50,I,Sífilis congênita,A50-A64,A509,Sífilis congênita não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A51,I,Sífilis precoce,A50-A64,A510,Sífilis genital primária,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A51,I,Sífilis precoce,A50-A64,A511,Sífilis anal primária,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A51,I,Sífilis precoce,A50-A64,A512,Sífilis primária de outras localizações,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A51,I,Sífilis precoce,A50-A64,A513,Sífilis secundária da pele e das mucosas,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A51,I,Sífilis precoce,A50-A64,A514,Outras formas de sífilis secundária,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A51,I,Sífilis precoce,A50-A64,A515,Sífilis precoce latente,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A51,I,Sífilis precoce,A50-A64,A519,Sífilis precoce não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A52,I,Sífilis tardia,A50-A64,A520,Sífilis cardiovascular,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A52,I,Sífilis tardia,A50-A64,A521,Neurossífilis sintomática,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A52,I,Sífilis tardia,A50-A64,A522,Neurossífilis assintomática,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A52,I,Sífilis tardia,A50-A64,A523,Neurossífilis não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A52,I,Sífilis tardia,A50-A64,A527,Outras formas de sífilis tardia sintomática,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A52,I,Sífilis tardia,A50-A64,A528,Sífilis tardia latente,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A52,I,Sífilis tardia,A50-A64,A529,Sífilis tardia não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A53,I,Outras formas e as não especificadas da sífilis,A50-A64,A530,"Sífilis latente, não especificada se recente ou tardia",Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A53,I,Outras formas e as não especificadas da sífilis,A50-A64,A539,Sífilis não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A540,"Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias",Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A541,"Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias",Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A542,Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A543,Infecção gonocócica do olho,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A544,Infecção gonocócica do sistema músculo-esquelético,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A545,Faringite gonocócica,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A546,Infecção gonocócica do ânus ou do reto,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A548,Outras infecções gonocócicas,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A54,I,Infecção gonocócica,A50-A64,A549,Infecção gonocócica não especificada,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A55,I,Linfogranuloma (venéreo) por clamídia,A50-A64,A55,Linfogranuloma (venéreo) por clamídia,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A56,I,Outras infecções causadas por clamídias transmitidas por via sexual,A50-A64,A560,Infecções por clamídias do trato geniturinário inferior,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A56,I,Outras infecções causadas por clamídias transmitidas por via sexual,A50-A64,A561,"Infecção por clamídias, pelviperitonial e de outros órgãos geniturinários",Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A56,I,Outras infecções causadas por clamídias transmitidas por via sexual,A50-A64,A562,"Infecção por clamídias do trato geniturinário, localização não especificada",Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
A56,I,Outras infecções causadas por clamídias transmitidas por via sexual,A50-A64,A563,Infecção do ânus e do reto por clamídias,Infecções de transmissão predominantemente sexual,   Algumas doenças infecciosas e parasitárias
